"fact_id","employeeid","jobid","attrition","businesstravel","dailyrate","hourlyrate","monthlyincome","monthlyrate","overtime","percentsalaryhike","performancerating","stockoptionlevel","totalworkingyears","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","environmentsatisfaction","jobsatisfaction","relationshipsatisfaction","distancefromhome","jobinvolvement","trainingtimelastyear","worklifebalance","numcompaniesworked"
646,646,21,True,"Travel_Frequently",667,50,1359,16154,"No",12,3,0,1,1,0,0,0,2,3,2,1,1,3,3,1
647,647,28,False,"Travel_Rarely",1429,67,10512,20002,"No",12,3,0,25,9,7,5,4,4,4,4,18,3,6,2,6
648,648,23,False,"Travel_Rarely",1125,94,9071,11563,"Yes",19,3,1,15,3,2,1,2,3,4,3,10,2,3,3,2
649,649,20,False,"Travel_Frequently",364,83,18061,13035,"No",22,4,0,22,0,0,0,0,2,2,3,25,3,4,3,3
650,650,18,False,"Travel_Rarely",263,59,4721,3119,"Yes",13,3,0,20,18,13,2,17,4,1,3,6,3,3,3,2
651,651,9,False,"Travel_Frequently",1278,31,9525,7677,"No",14,3,2,6,6,3,1,3,3,4,3,1,1,2,2,1
652,652,13,False,"Travel_Rarely",549,42,5003,23371,"No",14,3,0,8,2,2,2,1,4,3,2,7,3,6,3,6
653,653,18,False,"Travel_Rarely",1134,37,2811,12086,"No",14,3,1,4,2,2,2,2,3,2,2,16,3,2,3,9
654,654,1,False,"Travel_Frequently",1469,35,3617,25063,"Yes",14,3,1,3,1,1,0,0,4,2,4,9,3,2,3,8
655,655,21,True,"Travel_Frequently",708,95,2655,11740,"Yes",11,3,2,19,9,7,7,7,4,3,3,7,3,3,3,2
656,656,7,True,"Travel_Rarely",1180,70,6673,11354,"Yes",19,3,0,17,1,0,0,0,2,1,2,29,3,2,3,7
657,657,9,False,"Travel_Rarely",632,71,5441,8423,"Yes",22,4,0,11,10,7,1,0,3,4,4,21,3,2,1,0
658,658,15,True,"Travel_Rarely",723,85,4941,17747,"No",15,3,0,11,8,2,7,7,3,2,1,8,2,3,2,2
659,659,28,False,"Travel_Rarely",819,44,10274,19588,"No",18,3,1,15,7,7,6,4,3,2,2,2,2,2,4,2
660,660,2,True,"Travel_Rarely",895,56,2086,3335,"No",14,3,1,19,1,0,0,0,4,4,3,5,3,6,4,3
661,661,1,False,"Travel_Rarely",479,35,2972,22061,"No",13,3,0,1,1,0,0,0,1,4,3,7,3,4,1,1
662,662,9,False,"Travel_Frequently",607,83,4639,2261,"No",16,3,1,17,15,7,6,13,1,1,4,7,4,2,2,2
663,663,17,False,"Travel_Rarely",478,60,19038,19805,"No",12,3,3,34,1,0,0,0,3,1,2,2,2,2,3,8
664,664,21,False,"Travel_Rarely",1172,78,2856,3692,"No",19,3,1,1,1,0,0,0,2,2,4,3,3,3,3,1
665,665,17,False,"Travel_Rarely",1416,49,19436,5949,"No",19,3,1,22,21,7,3,9,1,3,4,2,3,5,3,0
666,666,27,True,"Travel_Frequently",481,44,13758,2447,"Yes",12,3,0,22,21,9,13,14,3,1,2,12,3,2,2,0
667,667,23,False,"Travel_Rarely",1206,80,7082,11591,"Yes",16,3,0,21,2,0,0,2,4,3,4,23,3,2,3,3
668,668,18,False,"Travel_Rarely",1302,67,4066,16290,"No",11,3,2,7,7,7,0,7,4,1,1,19,2,3,3,1
669,669,20,False,"Travel_Rarely",718,92,19943,18575,"No",13,3,1,28,5,2,4,2,4,1,4,4,3,2,3,4
670,670,18,False,"Travel_Rarely",855,57,2766,8952,"No",22,4,3,7,5,3,0,4,2,2,2,12,3,6,2,8
671,671,9,False,"Travel_Rarely",691,73,7547,7143,"No",12,3,3,13,7,7,1,7,4,4,4,7,3,3,3,4
672,672,9,False,"Non-Travel",336,52,4385,24162,"No",15,3,1,10,10,7,4,5,1,1,1,26,2,2,3,1
673,673,13,False,"Travel_Rarely",492,66,5295,7693,"No",21,4,0,7,5,4,1,0,4,2,3,12,3,3,3,4
674,674,11,False,"Travel_Rarely",905,99,2741,16523,"Yes",15,3,1,15,7,2,3,7,3,4,3,19,3,2,4,8
675,675,1,False,"Travel_Rarely",1441,94,3537,23737,"No",12,3,1,8,4,2,1,2,1,2,4,22,2,1,3,5
676,676,18,False,"Travel_Rarely",350,57,2296,10036,"No",14,3,3,2,1,1,0,0,3,1,2,21,2,3,3,0
677,677,5,False,"Travel_Rarely",153,73,11416,17802,"Yes",12,3,3,9,8,7,1,7,2,1,3,8,4,4,2,0
678,678,13,True,"Travel_Rarely",370,58,4213,4992,"No",15,3,0,10,10,3,0,8,4,1,2,10,3,4,1,1
679,679,9,False,"Travel_Rarely",583,87,4256,18154,"No",12,3,0,5,5,2,0,3,3,1,1,4,2,1,4,1
680,680,9,True,"Travel_Frequently",878,94,6728,14255,"No",12,3,2,12,6,3,0,1,2,3,4,1,3,3,3,7
681,681,26,False,"Travel_Rarely",621,31,16856,10084,"No",11,3,0,34,34,6,1,16,3,1,1,3,2,3,4,1
682,682,11,False,"Travel_Frequently",720,51,5094,11983,"No",14,3,0,10,1,0,0,0,1,3,4,16,2,6,3,6
683,683,13,False,"Travel_Rarely",232,34,4262,22645,"No",12,3,2,8,3,2,1,2,4,4,2,19,3,2,4,4
684,684,18,False,"Non-Travel",381,49,3708,2104,"No",14,3,0,9,5,2,1,4,1,3,3,24,1,5,3,2
685,685,21,True,"Travel_Frequently",1306,69,1878,8059,"Yes",14,3,0,0,0,0,0,0,2,2,4,5,3,3,3,1
686,686,18,True,"Travel_Rarely",813,58,2436,22149,"Yes",13,3,1,8,5,4,0,4,3,4,3,14,3,2,1,5
687,687,13,False,"Non-Travel",894,33,4374,15411,"No",15,3,0,4,3,2,1,2,4,3,3,1,2,6,3,0
688,688,1,False,"Travel_Rarely",1136,60,2328,12392,"Yes",16,3,1,4,4,2,2,2,4,2,1,5,4,2,2,1
689,689,18,True,"Travel_Rarely",885,43,2743,8269,"No",16,3,0,18,17,13,15,14,3,1,3,16,4,1,3,1
690,690,15,False,"Travel_Frequently",735,86,5747,26496,"Yes",15,3,0,16,15,10,6,11,3,4,2,22,2,3,3,1
691,691,21,True,"Travel_Rarely",337,31,2679,4567,"No",13,3,0,1,1,0,1,0,2,2,2,7,3,3,3,1
692,692,9,False,"Travel_Rarely",107,84,6852,11591,"No",12,3,1,7,5,1,1,3,2,2,2,10,2,2,4,7
693,693,14,False,"Travel_Rarely",433,37,2844,6004,"No",13,3,1,7,7,6,5,0,3,3,4,1,4,2,4,1
694,694,28,True,"Travel_Frequently",1150,53,10650,25150,"No",15,3,0,18,4,2,0,3,1,4,4,8,1,2,3,2
695,695,24,False,"Travel_Frequently",1050,87,16032,24456,"No",20,4,1,26,14,9,1,12,2,4,1,11,3,2,3,3
696,696,23,False,"Non-Travel",1252,32,7642,4814,"Yes",13,3,0,10,10,0,0,9,1,2,4,19,3,2,3,1
697,697,13,False,"Travel_Rarely",676,35,5228,23361,"No",15,3,1,10,9,7,0,5,3,2,1,1,3,2,3,0
698,698,9,False,"Non-Travel",1065,72,4568,10034,"No",20,4,0,10,9,5,8,7,2,3,3,23,3,2,3,0
699,699,1,True,"Travel_Rarely",699,83,2960,17102,"No",11,3,0,8,4,2,1,3,2,1,3,6,3,2,3,2
700,700,18,True,"Travel_Frequently",251,45,2625,25308,"No",20,4,0,2,2,2,2,2,1,3,3,10,2,2,1,1
701,701,18,False,"Travel_Rarely",1401,54,3131,26342,"No",13,3,1,10,10,8,0,8,2,4,1,6,3,5,3,1
702,702,28,False,"Travel_Frequently",1193,86,10209,19719,"Yes",18,3,0,16,2,2,2,2,2,3,2,2,3,2,2,5
703,703,25,False,"Travel_Frequently",829,71,17007,11929,"No",14,3,2,16,14,8,6,9,2,1,4,15,3,3,2,7
704,704,28,False,"Travel_Rarely",799,59,7491,23848,"No",17,3,0,12,6,5,1,2,2,4,4,1,3,3,4,4
705,705,1,False,"Non-Travel",990,64,1274,7152,"No",13,3,2,1,1,0,0,0,3,3,2,7,3,2,2,1
706,706,18,False,"Non-Travel",727,41,1281,16900,"No",18,3,2,1,1,0,0,0,3,3,3,3,2,3,3,1
707,707,18,True,"Travel_Rarely",805,36,2319,6689,"Yes",11,3,1,1,1,0,0,0,2,1,4,1,2,1,3,1
708,708,9,False,"Non-Travel",589,67,5154,19665,"No",22,4,2,10,8,7,5,7,3,3,2,2,3,3,4,4
709,709,1,True,"Travel_Rarely",391,75,2472,26092,"Yes",23,4,0,1,1,0,0,0,4,2,1,7,3,2,3,1
710,710,18,False,"Travel_Rarely",1127,52,2774,13257,"No",12,3,1,6,5,3,1,2,2,3,3,18,3,2,3,0
711,711,1,True,"Travel_Rarely",1362,32,1009,26999,"Yes",11,3,0,1,1,0,1,1,4,3,4,10,3,5,3,1
712,712,21,True,"Travel_Rarely",528,50,1675,26820,"Yes",19,3,0,0,0,0,0,0,4,3,4,22,3,2,2,1
713,713,15,False,"Travel_Rarely",1275,64,5775,11934,"No",13,3,2,11,10,8,1,9,4,4,4,28,3,2,3,1
714,714,1,False,"Travel_Rarely",995,77,2377,9834,"No",18,3,1,6,2,2,2,2,3,3,2,9,3,2,3,5
715,715,9,False,"Non-Travel",1375,87,4001,12313,"Yes",14,3,1,15,15,14,0,7,4,3,3,10,3,3,3,1
716,716,1,False,"Non-Travel",953,65,2718,17674,"No",14,3,0,12,7,7,0,7,2,2,2,5,3,3,3,2
717,717,9,False,"Travel_Rarely",855,73,4779,12761,"No",14,3,2,8,3,2,0,2,4,1,2,7,3,3,3,7
718,718,3,False,"Travel_Frequently",237,83,19847,19196,"Yes",24,4,1,31,29,10,11,10,4,2,1,9,3,5,2,4
719,719,9,False,"Travel_Frequently",829,84,4342,24008,"No",19,3,1,5,4,2,1,1,3,4,2,8,3,3,3,0
720,720,23,False,"Travel_Frequently",944,92,8789,9096,"No",14,3,0,10,10,7,0,8,3,3,1,1,3,3,4,1
721,721,23,False,"Non-Travel",1434,76,7587,14229,"No",15,3,0,10,10,7,0,9,1,1,2,8,2,1,3,1
722,722,1,True,"Non-Travel",335,46,2321,10322,"Yes",22,4,0,4,3,2,1,2,3,1,1,9,2,0,3,0
723,723,7,False,"Travel_Rarely",1459,41,6465,19121,"Yes",13,3,0,9,4,2,1,3,4,4,4,10,3,5,4,2
724,724,9,False,"Travel_Frequently",1283,52,4294,11148,"No",12,3,0,7,7,7,0,7,3,1,2,1,2,2,3,1
725,725,1,False,"Travel_Rarely",645,54,2552,7172,"No",25,4,0,1,1,1,0,0,3,1,3,9,3,4,3,1
726,726,1,False,"Travel_Frequently",773,39,2703,22088,"Yes",14,3,1,3,3,1,0,2,3,3,4,6,2,2,3,1
727,727,18,False,"Travel_Rarely",1346,93,2661,8758,"No",11,3,1,3,2,2,1,2,2,4,3,19,3,2,3,0
728,728,9,False,"Travel_Rarely",1112,67,5476,22589,"No",11,3,2,10,10,0,0,2,1,4,1,5,3,2,3,1
729,729,9,True,"Travel_Frequently",562,50,6796,23452,"Yes",14,3,1,18,4,3,1,3,2,3,1,8,3,4,3,3
730,730,7,False,"Travel_Rarely",833,60,5811,24539,"Yes",16,3,1,15,1,0,1,0,2,4,3,18,1,2,3,3
731,731,1,False,"Travel_Rarely",1397,42,2691,7660,"No",12,3,1,10,10,9,8,8,2,4,4,1,3,4,2,1
732,732,18,True,"Travel_Rarely",465,39,2707,21509,"No",20,4,0,13,9,7,1,7,1,1,1,2,3,3,4,7
733,733,9,False,"Travel_Frequently",1111,61,9998,19293,"No",13,3,0,8,5,4,1,2,2,4,1,5,3,2,4,6
734,734,8,False,"Travel_Rarely",189,71,19636,25811,"Yes",18,3,1,35,10,9,1,4,3,2,1,26,4,0,3,4
735,735,27,True,"Travel_Rarely",267,85,13695,9277,"Yes",17,3,0,24,19,7,3,8,1,3,3,13,4,2,2,6
736,736,9,False,"Travel_Rarely",345,100,5343,5982,"No",11,3,1,10,10,7,1,9,1,4,3,10,3,1,3,1
737,737,18,False,"Travel_Rarely",1377,91,2099,7679,"No",14,3,0,6,5,0,1,4,2,1,2,11,3,3,4,0
738,738,9,True,"Travel_Rarely",603,77,8224,18385,"Yes",17,3,0,6,5,2,0,3,1,1,1,9,3,3,3,0
739,739,21,True,"Travel_Rarely",419,37,2121,9947,"Yes",13,3,0,1,1,0,0,0,4,2,2,21,2,3,4,1
740,740,7,False,"Travel_Rarely",1137,51,4014,19170,"Yes",25,4,1,10,10,6,0,7,4,4,4,21,3,2,1,1
741,741,13,False,"Non-Travel",1496,41,4319,26283,"No",13,3,1,10,10,7,0,9,4,3,1,1,3,1,3,1
742,742,4,False,"Travel_Rarely",477,42,10248,2094,"No",14,3,1,24,22,6,5,17,1,4,4,7,2,4,3,3
743,743,9,False,"Travel_Rarely",930,57,8938,12227,"No",11,3,1,14,5,4,0,4,3,2,3,3,2,5,3,2
744,744,18,False,"Travel_Rarely",969,76,2559,16620,"No",11,3,0,7,1,0,0,0,4,2,3,2,4,4,2,5
745,745,13,False,"Travel_Rarely",1230,33,4775,19146,"No",22,4,2,4,2,2,2,2,4,4,1,1,2,2,1,6
746,746,13,False,"Travel_Rarely",983,65,5070,7389,"No",13,3,3,20,5,0,0,4,1,4,3,2,3,2,3,5
747,747,1,False,"Travel_Rarely",618,76,2318,17808,"No",19,3,0,1,1,1,0,0,2,3,3,4,3,2,3,1
748,748,31,True,"Travel_Frequently",988,43,9950,11533,"Yes",15,3,3,11,3,2,0,2,2,1,3,23,3,2,3,9
749,749,15,False,"Travel_Frequently",1394,58,2133,18115,"Yes",16,3,1,20,20,11,0,7,4,2,3,8,2,3,3,1
750,750,18,False,"Travel_Rarely",809,84,2426,16479,"No",13,3,1,6,5,4,0,3,1,2,3,16,4,5,3,0
751,751,9,False,"Travel_Rarely",1219,86,4601,6179,"No",16,3,0,5,5,2,1,0,3,3,2,18,3,3,3,1
752,752,1,False,"Travel_Rarely",996,100,3230,10531,"No",17,3,0,3,3,2,1,0,4,3,1,3,2,4,4,1
753,753,23,False,"Travel_Rarely",802,96,8189,21196,"Yes",13,3,1,12,9,7,0,7,3,3,3,9,3,2,3,3
754,754,9,False,"Travel_Frequently",508,46,4682,4317,"No",14,3,0,9,7,7,0,1,2,4,3,10,2,6,2,3
755,755,17,False,"Travel_Rarely",1245,58,19502,2125,"Yes",17,3,1,31,31,9,0,9,4,3,3,18,2,5,3,1
756,756,13,False,"Travel_Frequently",1195,95,6499,22656,"No",13,3,0,6,6,5,0,3,2,2,3,11,2,3,3,1
757,757,23,False,"Travel_Frequently",541,52,10596,15395,"No",11,3,0,14,4,2,3,2,2,2,2,2,3,5,3,2
758,758,1,True,"Travel_Rarely",890,46,4382,16374,"No",17,3,0,5,2,2,2,1,3,3,4,2,3,3,2,6
759,759,23,False,"Travel_Rarely",918,35,9241,15869,"No",12,3,0,10,10,8,8,7,4,3,2,6,3,3,3,1
760,760,9,False,"Travel_Rarely",760,81,4779,3698,"Yes",20,4,0,8,8,7,7,5,2,2,1,2,3,2,3,1
761,761,18,False,"Travel_Rarely",543,83,2406,4060,"No",19,3,2,8,1,0,0,0,1,4,3,1,3,3,2,8
762,762,9,False,"Travel_Frequently",383,79,4768,9282,"No",12,3,1,11,1,0,0,0,1,3,3,1,3,4,2,7
763,763,1,True,"Travel_Rarely",202,34,1261,22262,"No",12,3,0,1,1,0,0,0,1,2,3,8,2,3,4,1
764,764,9,False,"Travel_Frequently",970,30,4302,13401,"No",17,3,1,4,3,2,0,2,4,2,3,7,3,3,3,0
765,765,22,False,"Travel_Rarely",582,60,13570,5640,"No",23,4,1,21,20,7,0,10,1,2,3,28,2,3,3,0
766,766,9,False,"Travel_Rarely",635,99,4907,24532,"No",25,4,0,20,20,16,11,6,2,3,3,1,3,3,3,1
767,767,1,False,"Travel_Rarely",1470,71,3936,9953,"No",11,3,1,8,8,4,7,7,2,2,1,10,3,2,1,1
768,768,1,False,"Travel_Rarely",461,53,3452,17241,"No",18,3,0,5,3,2,0,2,2,4,1,13,3,4,3,3
769,769,28,False,"Travel_Rarely",1296,62,8095,18264,"No",13,3,0,17,16,6,0,13,3,2,4,5,3,5,3,0
770,770,9,False,"Travel_Rarely",954,44,4105,5099,"No",14,3,0,7,7,7,0,7,4,4,1,9,3,5,3,1
771,771,9,False,"Travel_Rarely",337,54,4393,26841,"No",21,4,1,14,5,4,1,4,3,2,3,8,3,3,3,5
772,772,21,False,"Travel_Rarely",234,68,2269,18024,"No",14,3,1,3,2,2,2,2,2,2,2,1,2,2,3,0
773,773,7,False,"Travel_Frequently",461,70,6294,23060,"Yes",12,3,0,10,3,2,0,2,4,3,4,1,4,5,4,8
774,774,4,True,"Travel_Frequently",534,66,9824,22908,"No",12,3,0,12,1,0,0,0,1,3,1,20,3,2,3,3
775,775,18,False,"Travel_Frequently",574,40,3812,7003,"No",13,3,0,11,11,8,3,10,4,4,2,20,3,3,4,1
776,776,1,True,"Travel_Rarely",360,93,3904,22154,"No",13,3,0,6,5,2,0,3,3,1,1,23,3,2,3,0
777,777,13,False,"Travel_Frequently",1479,84,6397,26767,"No",20,4,1,6,6,5,1,4,3,2,1,1,3,6,1,1
778,778,15,False,"Travel_Rarely",1411,36,3072,19877,"No",16,3,2,17,1,0,0,0,3,1,1,19,3,2,2,2
779,779,1,False,"Travel_Rarely",1220,85,2478,20938,"Yes",12,3,0,4,4,3,1,2,3,2,2,5,3,2,2,1
780,780,14,True,"Travel_Rarely",240,58,1555,11585,"No",11,3,1,1,1,0,0,0,4,3,3,22,1,2,3,1
781,781,9,False,"Travel_Rarely",704,95,6712,8978,"No",21,4,2,8,8,7,1,7,4,3,4,28,2,2,3,1
782,782,1,False,"Travel_Frequently",664,79,2194,5868,"No",13,3,1,5,3,2,1,2,2,1,4,1,3,2,2,4
783,783,18,True,"Travel_Frequently",920,43,3161,19920,"Yes",22,4,1,19,1,0,0,0,4,3,4,24,3,0,1,3
784,784,28,False,"Travel_Rarely",672,78,10903,9129,"No",16,3,0,16,13,10,4,8,4,2,1,25,2,2,3,3
785,785,18,True,"Travel_Rarely",1243,63,1601,3445,"Yes",21,4,2,1,0,0,0,0,3,1,3,6,4,2,3,1
786,786,15,False,"Travel_Frequently",482,87,4249,2690,"Yes",11,3,0,9,9,6,1,1,3,3,2,4,3,3,3,1
787,787,15,False,"Travel_Rarely",603,78,2372,5628,"Yes",16,3,0,18,1,0,0,0,2,2,4,7,4,2,3,6
788,788,23,False,"Travel_Frequently",1499,80,10266,2845,"No",19,3,0,22,18,13,13,11,3,1,4,28,2,5,4,4
789,789,9,False,"Non-Travel",1381,72,6538,12740,"No",15,3,1,6,3,2,1,2,3,3,1,4,3,3,3,9
790,790,9,True,"Travel_Rarely",575,68,6380,6110,"Yes",12,3,2,8,6,4,1,0,3,3,1,22,2,6,3,2
791,791,18,True,"Non-Travel",592,54,3646,17181,"Yes",23,4,0,11,1,0,0,0,1,1,2,2,2,2,4,2
792,792,16,False,"Travel_Rarely",634,95,11916,25927,"Yes",23,4,2,9,9,1,0,8,2,1,4,17,3,2,3,1
793,793,18,False,"Non-Travel",1269,46,3162,10778,"No",17,3,0,6,5,2,3,4,1,4,4,4,2,2,2,0
794,794,15,False,"Travel_Rarely",548,66,6220,7346,"No",17,3,2,10,10,4,0,9,2,2,2,1,3,3,3,1
795,795,9,False,"Travel_Rarely",437,90,4198,16379,"No",12,3,0,8,3,2,1,2,2,2,2,16,3,5,4,2
796,796,15,False,"Travel_Rarely",155,67,2897,22474,"No",11,3,2,9,4,3,2,3,1,3,3,9,3,6,2,3
797,797,24,False,"Travel_Frequently",1421,30,17856,9490,"No",22,4,1,32,2,2,2,2,4,1,3,2,3,3,3,2
798,798,23,True,"Travel_Rarely",408,45,7336,11162,"No",13,3,1,11,11,8,3,10,4,1,1,23,2,3,1,1
799,799,11,False,"Travel_Rarely",853,49,3491,11309,"No",13,3,3,10,10,7,8,9,3,3,1,7,3,4,2,1
800,800,21,False,"Travel_Rarely",204,31,2579,2912,"Yes",18,3,2,8,8,2,0,6,3,3,4,14,3,3,3,1
801,801,20,False,"Travel_Rarely",1098,85,18711,12124,"No",13,3,1,23,1,0,0,0,1,3,3,4,2,2,4,2
802,802,18,False,"Travel_Frequently",148,42,2440,23826,"No",22,4,0,4,4,3,3,3,4,2,2,2,2,3,3,1
803,803,23,False,"Travel_Rarely",164,61,7596,3809,"No",13,3,2,10,10,9,9,0,2,3,2,2,2,2,3,1
804,804,1,False,"Non-Travel",1450,79,2566,25326,"Yes",15,3,1,1,1,1,0,1,3,3,4,3,2,2,2,1
805,805,26,False,"Non-Travel",350,52,16291,22577,"No",22,4,1,37,16,9,14,14,2,2,4,2,3,0,2,4
806,806,28,True,"Travel_Frequently",504,61,10048,22573,"No",11,3,2,17,1,0,0,0,1,3,2,10,3,5,3,6
807,807,9,False,"Travel_Rarely",1372,93,6232,12477,"No",11,3,0,6,3,2,1,2,1,3,2,18,4,3,2,2
808,808,9,False,"Travel_Rarely",258,74,5337,19921,"No",12,3,0,10,10,7,5,7,4,4,4,21,4,3,3,1
809,809,4,False,"Travel_Rarely",583,57,10388,6975,"Yes",11,3,1,16,16,10,10,1,3,3,3,25,3,3,2,1
810,810,1,False,"Travel_Rarely",1423,72,1563,12530,"No",14,3,1,1,1,0,0,0,1,3,4,1,2,2,1,1
811,811,1,False,"Travel_Frequently",1012,75,3761,2373,"No",12,3,1,10,5,4,0,3,2,4,2,5,2,3,2,9
812,812,17,False,"Travel_Frequently",1115,73,18172,9755,"Yes",19,3,0,28,8,3,0,7,1,2,1,1,3,1,2,3
813,813,18,True,"Travel_Rarely",1033,41,4200,10224,"No",22,4,0,10,5,4,0,4,1,1,1,9,3,2,4,7
814,814,13,False,"Travel_Rarely",470,96,6567,5549,"No",14,3,0,16,15,11,5,11,3,1,3,20,3,2,2,1
815,815,30,False,"Travel_Rarely",141,44,6389,18767,"No",15,3,1,12,8,3,3,6,3,2,3,3,4,3,1,9
816,816,23,False,"Travel_Rarely",326,31,10793,8386,"No",18,3,1,13,13,7,9,9,1,4,1,8,3,5,3,1
817,817,15,False,"Travel_Rarely",1351,45,5484,13008,"No",17,3,1,9,2,2,2,1,2,4,2,1,3,3,2,9
818,818,9,False,"Travel_Rarely",1498,44,6120,3567,"Yes",12,3,2,8,5,4,1,4,1,4,4,21,2,2,4,3
819,819,9,False,"Travel_Rarely",906,91,5484,16985,"No",14,3,1,13,13,8,4,8,4,3,3,7,2,3,2,1
820,820,9,False,"Travel_Rarely",163,37,4051,19658,"No",14,3,1,14,9,7,6,7,2,4,1,2,3,2,3,2
821,821,18,True,"Travel_Rarely",587,38,3408,6705,"No",13,3,3,8,4,3,1,3,1,4,1,10,1,2,3,7
822,822,28,False,"Travel_Rarely",1001,92,10333,19271,"Yes",12,3,1,28,22,11,14,10,3,2,3,4,2,4,3,8
823,823,18,False,"Travel_Rarely",1179,78,3196,12449,"No",12,3,3,6,6,5,3,3,4,1,3,19,2,2,3,1
824,824,18,True,"Travel_Rarely",529,79,3485,14935,"No",11,3,0,5,0,0,0,0,1,3,3,2,3,5,1,2
825,825,28,False,"Travel_Rarely",855,54,7898,18706,"No",11,3,0,11,10,9,0,8,4,4,3,4,3,2,3,1
826,826,18,False,"Travel_Rarely",1370,87,4723,16213,"Yes",18,3,0,10,10,9,1,5,2,1,4,3,3,3,3,1
827,827,26,False,"Travel_Rarely",1276,91,16595,5626,"No",16,3,1,22,18,16,11,8,2,1,2,2,3,2,3,7
828,828,16,True,"Non-Travel",666,88,11849,10268,"Yes",12,3,1,10,10,7,9,9,1,2,4,29,3,2,2,1
829,829,1,False,"Travel_Rarely",1107,93,2514,26968,"No",22,4,1,11,7,5,1,7,3,4,1,28,3,1,3,4
830,830,21,False,"Travel_Rarely",1154,54,3067,6393,"No",19,3,1,3,2,2,1,2,1,3,3,2,3,1,3,0
831,831,14,False,"Travel_Rarely",829,88,3737,2243,"No",19,3,1,4,3,2,0,2,3,4,3,3,3,1,1,0
832,832,23,False,"Travel_Rarely",1462,38,8237,4658,"No",11,3,1,11,7,6,7,6,4,3,1,6,4,3,3,2
833,833,21,True,"Travel_Rarely",428,52,2760,14630,"No",13,3,0,2,2,2,2,2,2,2,3,9,1,3,3,1
834,834,24,False,"Travel_Rarely",1236,40,15402,17997,"No",11,3,1,21,3,2,0,2,4,1,1,1,2,3,1,7
835,835,18,False,"Travel_Rarely",217,94,2451,6881,"No",15,3,1,4,4,3,1,1,2,1,1,8,1,3,2,1
836,836,13,False,"Travel_Rarely",559,76,4663,12421,"Yes",12,3,2,7,3,2,1,1,3,3,2,12,3,2,3,9
837,837,1,False,"Travel_Rarely",134,90,2500,10515,"No",14,3,0,4,3,1,0,2,3,4,1,2,3,2,4,0
838,838,1,True,"Travel_Rarely",654,67,2216,3872,"Yes",13,3,0,10,7,7,3,7,1,2,4,1,1,4,3,7
839,839,18,True,"Travel_Frequently",871,66,2926,19783,"Yes",18,3,0,1,1,0,1,0,4,4,2,6,2,5,3,1
840,840,1,False,"Travel_Rarely",1198,100,2799,3339,"Yes",11,3,0,6,3,2,0,2,3,1,2,1,2,1,3,3
841,841,21,True,"Travel_Rarely",350,34,2851,9150,"Yes",13,3,0,1,1,0,0,0,4,3,2,5,3,2,3,1
842,842,1,False,"Travel_Rarely",265,57,2994,21221,"Yes",12,3,0,1,1,0,0,1,2,4,4,25,4,2,3,1
843,843,9,False,"Travel_Rarely",852,72,6578,2706,"No",18,3,1,10,10,3,1,4,3,3,1,10,2,3,3,1
844,844,14,True,"Travel_Rarely",807,63,2073,23648,"Yes",22,4,0,7,3,2,0,2,3,1,4,6,3,3,3,4
845,845,21,True,"Travel_Frequently",756,99,2174,9150,"Yes",11,3,0,3,3,2,1,2,1,2,3,1,2,3,3,1
846,846,9,False,"Travel_Frequently",783,42,6834,19255,"Yes",12,3,1,7,7,7,0,7,3,4,3,1,2,2,3,1
847,847,4,False,"Travel_Rarely",1001,43,9985,9262,"No",16,3,1,10,1,0,0,0,3,1,1,7,3,1,2,8
848,848,13,False,"Travel_Rarely",1370,49,6883,5151,"No",16,3,1,17,7,7,0,7,4,3,2,27,3,3,3,2
849,849,1,True,"Travel_Rarely",408,71,2546,18300,"No",16,3,0,6,2,2,1,1,3,2,2,25,2,2,4,5
850,850,11,False,"Non-Travel",111,66,3072,11012,"No",11,3,2,12,12,9,6,10,3,1,3,9,3,4,3,1
851,851,18,True,"Travel_Rarely",984,97,2210,3372,"No",13,3,1,1,1,0,0,0,4,2,1,17,3,3,1,1
852,852,9,False,"Non-Travel",849,98,7991,25166,"No",15,3,0,6,2,2,2,2,2,2,3,26,2,3,3,8
853,853,28,False,"Travel_Rarely",608,68,7412,6009,"No",11,3,0,9,9,7,0,7,3,1,4,1,3,3,3,1
854,854,20,False,"Travel_Rarely",252,70,19202,15970,"No",11,3,1,25,24,0,1,7,3,4,3,1,4,2,3,0
855,855,7,False,"Non-Travel",675,85,4000,18384,"No",12,3,2,6,6,3,1,5,2,1,4,5,4,2,3,1
856,856,25,False,"Travel_Rarely",1291,65,17603,3525,"No",24,4,1,14,14,10,6,11,3,3,1,15,2,3,3,1
857,857,18,False,"Travel_Rarely",990,87,4876,5855,"No",12,3,1,8,6,4,0,2,4,2,3,27,4,0,3,5
858,858,26,False,"Travel_Rarely",605,72,17875,11761,"Yes",13,3,1,29,1,0,0,0,4,4,3,21,3,2,2,4
859,859,1,False,"Travel_Frequently",1240,63,2942,12154,"No",19,3,1,18,5,4,0,3,1,3,2,9,3,4,3,2
860,860,5,False,"Non-Travel",218,55,13757,25178,"No",11,3,1,16,9,8,4,8,4,2,3,8,2,5,3,2
861,861,18,False,"Travel_Rarely",974,91,2270,11005,"No",14,3,2,8,5,3,0,2,4,4,4,1,3,2,3,3
